"ID","Address","City","State","Zip"
295501,"809 KNOLLWOOD DRIVE","AUSTIN","TX","78746"
295502,"809 LAFAYETTE ST","JAMESTOWN","NY","14701"
295503,"809 LAKEWAY DR","EL PASO","TX","79932"
295504,"809 LAUREL STREET SUITE 813","SAN CARLOS","CA","94070"
295505,"809 LAUREL STREET UNIT 197","SAN CARLOS","CA","94070"
295506,"809 LEDGEROCK ROAD","WAKE FOREST","NC","27587"
295507,"809 LIBERTY PIKE","FRANKLIN","TN","37064"
295508,"809 LITTLE KIDWELL AVENUE","CENTREVILLE","MD","21617"
295509,"809 LIVE OAK DRIVE","KARNES CITY","TX","78118"
295510,"809 LOUDON STREET","BIG RAPIDS","MI","49307"
295511,"809 MAIN ST SUITE 100","NEWPORT NEWS","VA","23605"
295512,"809 MAPLE STREET","CORAOPOLIS","PA","15108"
295513,"809 MCKINNEY AVENUE","PRINCETON","TX","75407"
295514,"809 MEADOWSIDE CT","GARLAND","TX","75043"
295515,"809 MEDOW DR","COTTAGE HILLS","IL","62018"
295516,"809 MEMORY LANE","MCKINNEY","TX","75070"
295517,"809 MERIDIAN AVENUE","COZAD","NE","69130"
295518,"809 MERYTON COURT","MANSFIELD","TX","76063"
295519,"809 MISSISSIPPI AVENUE","EL PASO","TX","79902"
295520,"809 MOBERLY RD","HARRODSBURG","KY","40330"
295521,"809 N 8TH ST   SUITE 210","SHEBOYGAN","WI","53081"
295522,"809 N HOLLERUD STREET","LYLE","MN","55953"
295523,"809 N MADISON","HINSDALE","IL","60521"
295524,"809 N MCCOY AVENUE","AZTEC","NM","87410"
295525,"809 N PATTERSON ST","VALDOSTA","GA","31601"
295526,"809 N PROVIDENCE RD","MEDIA","PA","19063"
295527,"809 N STEWART ST","BATAVIA","IL","60510"
295528,"809 NAPA VALLEY DRIVE","FORT COLLINS","CO","80525"
295529,"809 NE 214 LN UNIT 1","MIAMI","FL","33179"
295530,"809 NW 104TH ST","VANCOUVER","WA","98685"
295531,"809 OAK RIDGE TURNPIKE","OAK RIDGE","TN","37830"
295532,"809 OAKSIDE LN","UNIVERSITY PARK","IL","60484"
295533,"809 OCEAN AVENUE","BROOKLYN","NY","11226"
295534,"809 OGONTZ STREET","SANDUSKY","OH","44870"
295535,"809 OLD METAIRIEDRIVE","METAIRIE","LA","70001"
295536,"809 OPP AVE","WHISTLER","AL","36612"
295537,"809 OXFORD STREET","BELVIDERE","NJ","07823"
295538,"809 PEACHTREE STREET","LOUISVILLE","GA","30434"
295539,"809 PIUTE STREET","BAKERSFIELD","CA","93309"
295540,"809 POFF RD","YORK","PA","17406"
295541,"809 POPPY DR","WAPAKONETA","OH","45895"
295542,"809 POWELL ST","WILDWOOD","FL","34785"
295543,"809 RICHMOND AVE","COLUMBIA","MO","65201"
295544,"809 S 6TH AVE","OZARK","MO","65721"
295545,"809 S BRIGHTON AVE","DALLAS","TX","75208"
295546,"809 S COUNCIL ROAD","OKLAHOMA CITY","OK","73128"
295547,"809 S CYPRESS AVE","FRESNO","CA","93727"
295548,"809 S GAMMON RD","MADISON","WI","53719"
295549,"809 S LYNN ST","CHAMPAIGN","IL","61820"
295550,"809 S MAIN ST","FREDERICKTOWN","MO","63645"
295551,"809 S SILVER LEAF DR","MOORE","OK","73160"
295552,"809 SADDLEBACK LANE","FLOWER MOUND","TX","75028"
295553,"809 SAINT LOUIS AVENUE","EAST SAINT LOUIS","IL","62201"
295554,"809 SE SHERMAN ST","PORTLAND","OR","97214"
295555,"809 SHADY BROOK","RED OAK","TX","75154"
295556,"809 SLEEPY HOLLOW DR","CEDAR HILL","TX","75104"
295557,"809 SMITH AVENUE","ST. LOUIS","MO","63135"
295558,"809 SODVILLE ROAD","SINTON","TX","78387"
295559,"809 SOUTH 1ST STREET","FISHER","IL","61843"
295560,"809 SOUTH 23RD STREET","COLORADO SPRINGS","CO","80904"
295561,"809 SOUTH ADAMS STREET SUITE 7","GLENDALE","CA","91205"
295562,"809 SOUTH BIRCH PL","BROKEN ARROW","OK","74012"
295563,"809 SOUTH KEDZIE AVE APT 1","CHICAGO","IL","60612"
295564,"809 SOUTH WASHINGTON","PINE BLUFF","AR","71601"
295565,"809 SPARROW CV","GEORGETOWN","TX","78626"
295566,"809 SPRING LAKE CIR","GARLAND","TX","75043"
295567,"809 STATE STREET","NEW HAVEN","CT","06511"
295568,"809 SUNCREST PLACE","CHARLESTON","WV","25303"
295569,"809 SUNNY GROVE DR   SUITE 101","LEWISVILLE","TX","75067"
295570,"809 TARAY DE AVILA","TAMPA","FL","33596"
295571,"809 TAYLOR AVE N  APT 1","SEATTLE","WA","98109"
295572,"809 TEXOWA RD","IOWA PARK","TX","76367"
295573,"809 TRAILWAY DR","CHAMPAIGN","IL","61822"
295574,"809 VAN SICLEN AVENUE","BROOKLYN","NY","11207"
295575,"809 VERMONT AVE","DALLAS","TX","75216"
295576,"809 W 8TH ST","ALTURAS","CA","96101"
295577,"809 W JEFFERSON ST","KOUTS","IN","46347"
295578,"809 W PIPESTONE AVE","FLANDREAU","SD","57028"
295579,"809 W RIORDAN RD STE 100-254","FLAGSTAFF","AZ","86001"
295580,"809 W RIORDAN RD STE 101-251","FLAGSTAFF","AZ","86001"
295581,"809 W RIORIDAN ROAD STE 100-120","FLAGSTAFF","AZ","86001"
295582,"809 W SPRING ST","LEWISTOWN","MT","59457"
295583,"809 WAIKA PLACE","HONOLULU","HI","96825"
295584,"809 WALNUT CT","PRINCETON","IA","52768"
295585,"809 WATER HYACINTH LOOP","LEANDER","TX","78641"
295586,"809 WAYNELEE DR","LANCASTER","TX","75146"
295587,"809 WEST HILL STREET SUITE 146","CHARLOTTE","NC","28208"
295588,"809 WEST HILL STREET","CHARLOTTE","NC","28208"
295589,"809 WEST HILL STREET","CHARLOTTE","NC","28211"
295590,"809 WILLOW AVE SUITE 4R","NJ","NJ","07030"
295591,"809 WIMBLEDON TERRACE","RICHMOND","KY","40475"
295592,"809 WINGATE DRIVE","POCATELLO","ID","83201"
295593,"809 WISTERIA DRIVE","SOUTH CHARLESTON","WV","25309"
295594,"809 WOOD SORREL LANE","VENICE","FL","34293"
295595,"809 YACHT CLUB POINTE","CHAPIN","SC","29036"
295596,"8090 E 40 S","ANGOLA","IN","46703"
295597,"8090 EDEN RD SUITE 126","EDEN PRAIRIE","MN","55344"
295598,"8090 GADSDEN HIGHWAY","TRUSSVILLE","AL","35173"
295599,"8090 SCENIC DRIVE","SHIPPENSBURG","PA","17015"
295600,"8092 HEATHERS PASS","SEYMOUR","IN","47274"
295601,"8092 MCKINLEY RD","CLAY","MI","48001"
295602,"8092 REVERE DRIVE","MCDONOUGH","GA","30294"
295603,"8092 SOUTH ORANGE BLOSSOM TRAIL","ORLANDO","FL","32809"
295604,"8092 SW 76TH AVENUE","OCALA","FL","34476"
295605,"8093 LOCUST ROAD","GILMER","TX","75645"
295606,"8093 WALKEYS RUN LANE","UNIONVILLE","VA","22567"
295607,"8094 BUNKER HILL ROAD","LOCKPORT","NY","14094"
295608,"8094 S MILLICENTVIEW LN","BRIGHTON","UT","84121"
295609,"8094 TUSCANNY STREET","FONTANA","CA","92336"
295610,"8095 HIGHWAY 194","WILLISTON","TN","38075"
295611,"8095 PALM COVE CT","LAS VEGAS","NV","89129"
295612,"8096 FREESTONE DRIVE","JONESBORO","GA","30236"
295613,"8097 ROSWELL ROAD BLDG C SUITE 202","ATLANTA","GA","30350"
295614,"8098 BAY VIEW DR","Foley","AL","36535"
