"ID","Address","City","State","Zip"
253501,"6 PLEASANT STREET","MAYNARD","MA","01754"
253502,"6 PLEASANT TERPLEASANT TER","LAWRENCE","MA","01841"
253503,"6 PORTER AVE","HATFIELD","MA","01038"
253504,"6 PRAG BLVD UNIT 101","MONROE","NY","10950"
253505,"6 PRATHER WOODS LN","AUGUSTA","GA","30909"
253506,"6 PREMIER CT","DURHAM","NC","27713"
253507,"6 PRESHBURG BLVD UNIT 103","MONROE","NY","10950"
253508,"6 PROFESSIONAL CT","ELBERTON","GA","30635"
253509,"6 PROMENADE ST - 1025","BLUFFTON","SC","29910"
253510,"6 PROSPECT ST APT 2","NYACK","NY","10960"
253511,"6 QUARRY DR","WATSONTOWN","PA","17777"
253512,"6 RABBIT HILL ROAD","WESTPORT","CT","06880"
253513,"6 RACHEL DR UNIT 8","JACKSON","TN","38305"
253514,"6 RALPH CIR","CHICOPEE","MA","01020"
253515,"6 RAMONA ROAD","NEWBURGH","NY","12550"
253516,"6 REBECCA LANE","ROCKAWAY","NJ","07866"
253517,"6 RED OAK ROAD","CERES","VA","24318"
253518,"6 REHOBETH RD","FLANDERS","NJ","07836"
253519,"6 RESERVOIR CIRCLE SUITE 102","BALTIMORE","MD","21208"
253520,"6 RESTON WAY","LADERA RANCH","CA","92694"
253521,"6 RHODE ISLAND DRIVE","JACKSON","NJ","08527"
253522,"6 RICHARD LANE","MIDDLE ISLAND","NY","11953"
253523,"6 RIDGE DRIVE","WINDHAM","ME","04062"
253524,"6 RIDGE TERRACE","SHORT HILLS","NJ","07078"
253525,"6 ROADWAY","BOGOTA","NJ","07603"
253526,"6 ROBIN DRIVE","HUNTINGTON","NY","11743"
253527,"6 ROBINSON ROAD","LEXINGTON","MA","02420"
253528,"6 ROCK FALLS CT","ROCKVILLE","MD","20854"
253529,"6 ROCKFIELD DR","STAMFORD","CT","06902"
253530,"6 ROCKVIEW AVE","NORTH PLAINFIELD","NJ","07060"
253531,"6 RODEO DRIVE","MARLBORO","NJ","07746"
253532,"6 RODGERS ROAD","STONEHAM","MA","02180"
253533,"6 ROOSEVELT AVE S","PARSIPPANY","NJ","07054"
253534,"6 ROYAL STREET SW SUITE 430","LEESBURG","VA","20175"
253535,"6 RUDD PLACE","BRONX","NY","10433"
253536,"6 RUSHMORE CIRCLE","STAMFORD","CT","06905"
253537,"6 S D STREET","HAMILTON","OH","45013"
253538,"6 S LAFLIN STREET UNIT 716","CHICAGO","IL","60607"
253539,"6 S MAIN ST","NEW LONDON","OH","44851"
253540,"6 S SPERKINS AVE","ELMSFORD","NY","10523"
253541,"6 SADDLEWOOD CT","MANSFIELD","TX","76063"
253542,"6 SAINT JOSEPH STREET","MOBILE","AL","36602"
253543,"6 SAINT PAUL ST","SALEM","MA","01970"
253544,"6 SAN PATRICIO","RANCHO SANTA MARGARI","CA","92688"
253545,"6 SANDS RD","ROCHESTER","NY","14624"
253546,"6 SANDY BLUFF COURT","DURHAM","NC","27703"
253547,"6 SANDY DR","ACTON","MA","01720"
253548,"6 SANTA RIDA","IRVINE","CA","92606"
253549,"6 SAPPINGTON PLACE DR","SAINT LOUIS","MO","63126"
253550,"6 SAVAGE COURT","PORTSMOUTH","VA","23703"
253551,"6 SAYWER AVENUE","BOSTON","MA","02125"
253552,"6 SCHOHARIE ST APT 2FL","STATEN ISLAND","NY","10301"
253553,"6 SCHOOL ST","MYSTIC","CT","06355"
253554,"6 SECOND STREET","SALISBURY","MA","01952"
253555,"6 SEQUOIA WAY","PACIFICA","CA","94044"
253556,"6 SERENITY HILL LN","LONGLANE","MO","65590"
253557,"6 SHADY LANE","NEEDHAM","MA","02492"
253558,"6 SHANNON CT","SILVER SPRING","MD","20904"
253559,"6 SHERIDAN SQ SUITE 200","KINGSPORT","TN","37660"
253560,"6 SHERWOOD LANE","BEDFORD HILLS","NY","10507"
253561,"6 SHORT STREET","READING","MA","01867"
253562,"6 SKYVIEW TERRACE","STIRLING","NJ","07980"
253563,"6 SNOWDRIFT DRIVE","PISCATAWAY","NJ","08854"
253564,"6 SOFT WINTER CT","OWINGS MILLS","MD","21117"
253565,"6 SOJOURNER TRUTH COURT","BOSTON","MA","02120"
253566,"6 SOLDIERS FIELD PARK APT 307","BOSTON","MA","02163"
253567,"6 SOLDIERS FIELD PARK","BOSTON","MA","02163"
253568,"6 SORGEN CT","BALTIMORE","MD","21220"
253569,"6 SOUTH 2ND ST SUITE 1002","YAKIMA","WA","98901"
253570,"6 SOUTH BRAE ROAD","GOSHEN","NY","10924"
253571,"6 SOUTH COLONIAL DRIVE","BORDENTOWN","NJ","08505"
253572,"6 SOUTH COURT","NESCONSET","NY","11767"
253573,"6 SOUTH GLEN ROAD","KINNELON","NJ","07405"
253574,"6 SOUTH MAIN STREET","NEW LONDON","OH","44851"
253575,"6 SOUTH MAPLE AVENUE","ANDREWS","SC","29510"
253576,"6 SOUTH MONTGOMERY ST","ATHENS","NY","12015"
253577,"6 SOUTH STREET","PLYMOUTH","WI","53073"
253578,"6 SPINNEY CREEK RD","ELIOT","ME","03903"
253579,"6 SPOTTED LILY WAY","MAGNOLIA","TX","77354"
253580,"6 SPYGLASS CT","ANNANDALE","NJ","08801"
253581,"6 ST JAMES STREET","MONROE","NJ","08831"
253582,"6 STAPLETON STREET APTARTMENT 2","NEW BEDFORD","MA","02744"
253583,"6 STATE ST STE 604A","BANGOR","ME","04401"
253584,"6 STAUB CT","MAMARONECK","NY","10543"
253585,"6 STEPHANIE DRIVE","BEAR","DE","19701"
253586,"6 STEPHENVILLE PARKWAY","EDISION","NJ","08820"
253587,"6 STERLING SQUARE","ROCHESTER","NY","14616"
253588,"6 STEVADORE LANE","LEVITTOWN","NY","11756"
253589,"6 STONEHENGE LANE","EAST NORTHPORT","NY","11731"
253590,"6 STORRS RD STE 4","WILLIMANTIC","CT","06226"
253591,"6 STRATHMERE RD","MAYS LANDING","NJ","08330"
253592,"6 SUN VALLEY COURT","NORTHPORT","NY","11768"
253593,"6 SUNBIRD CT","THE WOODLANDS","TX","77380"
253594,"6 SUNLAND DR","CHICO","CA","95926"
253595,"6 SUNNY KNOLL DRIVE","HYANNIS","MA","02601"
253596,"6 SUNNYSIDE CT","GAITHERSBURG","MD","20877"
253597,"6 SUNSET AVENUE","CONCORD","NH","03301"
253598,"6 SUNWOOD DRIVE","MILLER PLACE","NY","11764"
253599,"6 SW 5TH AVE","DANIA BEACH","FL","33004"
253600,"6 SYCAMORE DRIVE","PORT WASHINGTON","NY","11050"
253601,"6 TAMARAC TRAIL","HARRISON","NY","10528"
253602,"6 TAYLOR COURT","STATEN ISLAND","NY","10310"
253603,"6 TEABERRY LANE","ANDOVER","MA","01810"
253604,"6 TEN BROECK PLACE","ALBANY","NY","12210"
253605,"6 TENNIS COURT","HAMILTON","NJ","08619"
253606,"6 TERRAMAR LN","NASHUA","NH","03062"
253607,"6 TEWKSBURY ST","LEXINGTON","MA","02421"
253608,"6 THERESA LANE","SCARSDALE","NY","10583"
253609,"6 TIMBER RIDGE ROAD","NORTH BRUNSWICK","NJ","08902"
253610,"6 TOBIE LANE","JERICHO","NY","11753"
253611,"6 TOBY WELLS CT","DELRAN","NJ","08075"
253612,"6 TODDS ROAD","RIDGEFIELD","CT","06877"
253613,"6 TOR TERRACE","NEW CITY","NY","10956"
253614,"6 TOWER DRIVE","WESTON","CT","06883"
253615,"6 TOWNSEND LANE","MORGANTOWN","WV","26508"
253616,"6 TRAMINER DR","KENNER","LA","70065"
253617,"6 TRENT COURT","SMITHTOWN","NY","11787"
253618,"6 TRISTAM TRACE","WESTERLY","RI","02891"
253619,"6 TULIP TERRACE","CLIFTON PARK","NY","12065"
253620,"6 TURNBERRY COURT","VOORHEES","NJ","08043"
253621,"6 TURQOISE COVE","GREENBRIER","AR","72058"
253622,"6 TUSCANY PARK","SAINT LOUIS","MO","63105"
253623,"6 UNICORN STREET","MONSEY","NY","10952"
253624,"6 UNION STREET","WATERBURY","VT","05676"
253625,"6 UNIVERSITY DR STE 206-212","AMHERST","MA","01002"
253626,"6 UPHAM WAY","WESTON","MA","02493"
253627,"6 VENUS COURT","TIBURON","CA","94920"
253628,"6 VIA VERSO LAGO","HENDERSON","NV","89011"
253629,"6 VICTORY WAY","LAKE PLACID","FM","33852"
253630,"6 VINTAGE CT","MIDDLE ISLAND","NY","11953"
253631,"6 VISTA GARDENS TRAIL APT 106","VERO BEACH","FL","32962"
253632,"6 W FORT SCOTT STREET","BUTLER","MO","64730"
253633,"6 W GABILAN STREET SUITE 9","SALINAS","CA","93901"
253634,"6 W HARRIS ST","SAVANNAH","GA","31401"
253635,"6 W LINDLEY AVENUE","PLEASANTVILLE","NJ","08232"
253636,"6 W MAIN STREET","NEW BLOOMFIELD","PA","17068"
253637,"6 WALNUT HILL RD","MILLIS","MA","02054"
253638,"6 WALNUT HOLLOW LANE","HOLMDEL","NJ","07733"
253639,"6 WASHINGTON DRIVE","MADISON","NJ","07940"
253640,"6 WASHINGTON PLACE","PLATTSBURGH","NY","12901"
253641,"6 WATER STREET","NEW PHILADELPHIA","PA","17959"
253642,"6 WATERFORD CT","ASHEVILLE","NC","28806"
253643,"6 WATERVIEW CT","PORTSMOUTH","VA","23703"
253644,"6 WEDGEWOOD RD","CHAPEL HILL","NC","27514"
253645,"6 WEST 105TH STREET NEW YORK NYUSA","NEW YORK","NY","10025"
253646,"6 WEST 105TH STREET","NEW YORK","NY","10025"
253647,"6 WEST 14TH STREET 2B","NEW YORK","NY","10011"
253648,"6 WEST 69TH STREET APT 2B","CINCINNATI","OH","45216"
253649,"6 WEST ARKANSAS AVENUE","DENVER","CO","80223"
253650,"6 WEST AVE","LARCHMONT","NY","10538"
253651,"6 WESTBROOK COURT","GREENLAWN","NY","11740"
253652,"6 WESTHAM PKWY","RICHMOND","VA","23229"
253653,"6 WESTMINSTER STREET","AMESBURY","MA","01913"
253654,"6 WESTWOOD TERRACE","NEWTOWN","CT","06470"
253655,"6 WHARTON WAY","BASKING RIDGE","NJ","07920"
253656,"6 WHITAKER AVENUE","HAMPTON","VA","23664"
253657,"6 WHITE WATER TURN","TARIFFVILLE","CT","06081"
253658,"6 WHITTAKER DRIVE","STRATHAM","NH","03885"
253659,"6 WHITTIER STREET","HARTSDALE","NY","10530"
253660,"6 WILDEN DRIVE","EASTON","PA","18043"
253661,"6 WILFRED DRIVE","YARDLEY","PA","19067"
253662,"6 WILLIAMSBURG DRIVE","ROSELAND","NJ","07068"
253663,"6 WILLOW NEST LANE","NORTH FALMOUTH","MA","02556"
253664,"6 WILLOWBROOK TERRACE","GANSEVOORT","NY","12831"
253665,"6 WILLOWICK STREET","BRECKENRIDGE","TX","76421"
253666,"6 WINDING WAY","SADDLE RIVER","NJ","07458"
253667,"6 WINDING WAY","SCARBOROUGH","ME","04074"
253668,"6 WITHERS LANE","NEWTOWN SQUARE","PA","19073"
253669,"6 WITHINGTON ST","NEWBURY","MA","01951"
253670,"6 WOODHOLLOW","IRVINE","CA","92604"
253671,"6 WOODS WAY","WOODBURY","CT","06798"
253672,"6 WORCESTER ROAD","NORFOLK","MA","02056"
253673,"6 YOUNG WAY","BRIDGEWATER","NJ","08807"
253674,"6 ZABRISKIE TERRACE","MONSEY","NY","10952"
253675,"6-B DEANS CT","SANTA FE","NM","87508"
253676,"6","BLUEFIELD","WV","24701"
253677,"6","CHANDLER","AZ","85248"
253678,"6","INDIANAPOLIS","IN","46226"
253679,"60  RANDALL AVENUE","TRENTON","NJ","08611"
253680,"60 1ST AVE APT12C","MANHATTAN","NY","10009"
253681,"60 1ST STREET","PHILLIPS","WI","54555"
253682,"60 29TH STREET BOX 655","SAN FRANCISCO","CA","94110"
253683,"60 29TH STREET NO 321","SAN FRANCISCO","CA","94110"
253684,"60 70 WOODHAVEN BLVD APT 6G","ELMHURST","NY","11373"
253685,"60 ABUNDANCE LANE","CLARKSBURG","WV","26301"
253686,"60 ALDWORTH STREET","BOSTON","MA","02130"
253687,"60 ALPINE COVE","HENDERSON","TN","38340"
253688,"60 ALTA DRIVE","LA SELVA","CA","95076"
253689,"60 AMSTERDAM AVENUE SUITE 5G","NEW YORK","NY","10023"
253690,"60 ASHLEY WOODS DRIVE","NEWNAN","GA","30263"
253691,"60 AVIS CIRCLE","FLORENCE","MA","01062"
253692,"60 BARNARD AVENUE","ASHEVILLE","NC","28804"
253693,"60 BARTON DRIVE","STRATFORD","CT","06614"
253694,"60 BARUCH DRIVE UNIT 10B","NEW YORK","NY","10002"
253695,"60 BEACH AVENUE","SOUTH DARTMOUTH","MA","02748"
253696,"60 BENNETT CIRCLE","LONDON","KY","40741"
253697,"60 BIRCH STREET","PARK FOREST","IL","60466"
253698,"60 BLUE BARN ROAD","REXFORD","NY","12148"
253699,"60 BLUE HERON RD","SPARTA","NJ","07871"
253700,"60 BLUE HERON ROAD SUITE 300","SPARTA","NJ","07871"
253701,"60 BOSTON AVE","SOMERVILLE","MA","02144"
253702,"60 BOSTON AVENUE","SOMERVILLE","MA","02144"
253703,"60 BOULEVARD OF THE ALLIES","PITTSBURGH","PA","15222"
253704,"60 BOUNDARY LINE ROAD","BRIDGEWATER","ME","04735"
253705,"60 BROAD STREET SUITE 3502","NEW YORK","NY","10004"
253706,"60 BROAD STREET","WESTFIELD","MA","01085"
253707,"60 BROADWAY","TIVOLI","NY","12583"
253708,"60 BROOKSIDE AVE","NEWTONVILLE","MA","02460"
253709,"60 BROOKSTONE PL","JACKSON","TN","38305"
253710,"60 BUFFUM ST","SALEM","MA","01970"
253711,"60 BUFFUM STREET","SALEM","MA","01970"
