"ID","Address","City","State","Zip"
35001,"12001 RESEARCH PARKWAY SUITE 236","ORLANDO","FL","32826"
35002,"12001 S NAPERVILLE RD","PLAINFIELD","IL","60585"
35003,"12001 SW 128 COURT SUITE 102","MIAMI","FL","33186"
35004,"12001 SW 128TH CT STE 208","MIAMI","FL","33186"
35005,"12001-D SE FEDERAL HWY","HOBE SOUND","FL","33455"
35006,"12002 COOK COURT","SILVER SPRING","MD","20902"
35007,"12002 HUNTCLIFF ROAD","HUNTSVILLE","AL","35803"
35008,"12002 ISLAND BAY CIRCLE","SANFORD","FL","32771"
35009,"12002 KNOBCREST DR","HOUSTON","TX","77070"
35010,"12002 PLANTERS ESTATES DRIVE","CHARLOTTE","NC","28278"
35011,"12002 ROSEBROOK LANE","ARLINGTON","TN","38002"
35012,"12002 S NANDINA ST","JENKS","OK","74037"
35013,"12002 SW 128 CT SUITE 208","MIAMI","FL","33186"
35014,"12003 BENJAMIN STREET","BELTSVILLE","MD","20705"
35015,"12003 CHERIE DRIVE","AUSTIN","TX","78758"
35016,"12003 COUNTY ROAD 4040","HOLTS SUMMIT","MO","65043"
35017,"12003 DAVISBURG ROAD","DAVISBURG","MI","48350"
35018,"12003 ENSENADA CANYON LN","HOUSTON","TX","77041"
35019,"12003 MIDDLEBURY DR","TAMPA","FL","33626"
35020,"12003 PENROD ST","DETROIT","MI","48228"
35021,"12003 RUNNINGMEADE TRL SE","HUNTSVILLE","AL","35803"
35022,"12003 SOUTH PULASKI RD STE 309","ALSIP","IL","60803"
35023,"12004 E MAIN","SPOKANE VALLEY","WA","99206"
35024,"12004 JACOBSON COURT","BRIDGETON","MO","63044"
35025,"12004 S EAGLE CREST DRIVE","LEE S SUMMIT","MO","64086"
35026,"12004 SAYWELL AVE","CLEVELAND","OH","44108"
35027,"12004 SMALLEY AVE","GRANDVIEW","MO","64030"
35028,"12005 61ST AVENUE N","PLYMOUTH","MN","55442"
35029,"12005 AVALON DRIVE","NORTHBORO","MA","01532"
35030,"12005 FEATHER PLACE","RAPID CITY","SD","57701"
35031,"12005 ISHTAR STREET","FORT WASHINGTON","MD","20744"
35032,"12005 MT TACOMA STREET","MACDOEL","CA","96058"
35033,"12005 N TATUM BLVD STE 101","PHOENIX","AZ","85028"
35034,"12005 NORTH 17TH AVENUE","BOISE","ID","83714"
35035,"12005 PAUL EELLS DR APT 202","N LITTLE ROCK","AR","72113"
35036,"12005 PINEY MEETINGHOUSE RD","POTOMAC","MD","20854"
35037,"12005 PLEASANT PROSPECT ROAD","MITCHELLVILLE","MD","20721"
35038,"12005 QUARUM PLACE","BOWIE","MD","20720"
35039,"12005 SETTLE CT","FAIRFAX","VA","22033"
35040,"12005 TURTLE MILL ROAD","BISHOPVILLE","MD","21813"
35041,"12006 10TH AVE SOUTH","SEATTLE","WA","98168"
35042,"12006 BADLANDS BEND","HUMBLE","TX","77346"
35043,"12006 BENTON LANE","CASSVILLE","MO","65625"
35044,"12006 LARIMORE RD","ST LOUIS","MO","63138"
35045,"12006 LIBERTY AVE","S RICHMOND HL","NY","11419"
35046,"12006 ROYCE WATERFORD CIRCLE","TAMPA","FL","33626"
35047,"12007 15TH AVE NE APT 206","SEATTLE","WA","98125"
35048,"12007 15TH AVE NE APT206","SEATTLE","WA","98125"
35049,"12007 42ND DR SE","EVERETT","WA","98208"
35050,"12007 CORRAL DR","FAIRFAX STATION","VA","22039"
35051,"12007 E SKYVIEW AVE","SPOKANE VALLEY","WA","99206"
35052,"12007 HALIFAX RD","PETERSBURG","VA","23805"
35053,"12007 LAKEWAY COURT","HOUSTON","TX","77071"
35054,"12007 LANDING WAY","HOLLYWOOD","FL","33026"
35055,"12007 STRATFIELD PL","PINEVILLE","NC","28134"
35056,"12008 JASMINE COVE WAY","RALEIGH","NC","27614"
35057,"12008 METTEE ROAD","MARRIOTTSVILLE","MD","21104"
35058,"12008 RIVENDELL DR","OKLAHOMA CITY","OK","73170"
35059,"12008 TITIAN WAY","POTOMAC","MD","20854"
35060,"12009 174TH CT NE","REDMOND","WA","98052"
35061,"12009 CASHLENAN LANE","NEW LENOX","IL","60451"
35062,"12009 COIT ROAD STE 1303","DALLAS","TX","75251"
35063,"12009 GRAHAM RD","SAINT FRANCISVILLE","LA","70775"
35064,"12009 POPASH GLEN","LAKEWOOD RANCH","FL","34202"
35065,"1200B NORTHSIDE XING","MACON","GA","31210"
35066,"1201 11TH AVENUE","DOROTHY","NJ","08317"
35067,"1201 14TH AVE UNIT 202","SAN FRANCISCO","CA","94122"
35068,"1201 15TH STREET NW SUITE 330","WASHINGTON","DC","20005"
35069,"1201 15TH STREET","TUSCALOOSA","AL","35401"
35070,"1201 24TH ST B110-105","BAKERSFIELD","CA","93301"
35071,"1201 40TH AVE S","MOORHEAD","MN","56560"
35072,"1201 44TH STREET NORTH","BIRMINGHAM","AL","35212"
35073,"1201 47TH STREET N","SAINT PETERSBURG","FL","33713"
35074,"1201 5TH CORSO","NEBRASKA CITY","NE","68410"
35075,"1201 5TH STREET","FORT LUPTON","CO","80621"
35076,"1201 7TH AVENUE SOUTH","ST PETERSBURG","FL","33705"
35077,"1201 AKIN RIDGE DR","LAVERGNE","TN","37806"
35078,"1201 ALEXANDROS OAK PLACE","TAMPA","FL","33619"
35079,"1201 ALPHA ST","WEST PALM BEACH","FL","33401"
35080,"1201 ALPHARETTA ST","ROSWELL","GA","30075"
35081,"1201 ARCHER ST","SAN DIEGO","CA","92109"
35082,"1201 ARROYO BLANCO","FAIRVIEW","TX","75069"
35083,"1201 BAGLEY DRIVE","FAYETTEVILLE","TN","37334"
35084,"1201 BAGLEY","DETROIT","MI","48226"
35085,"1201 BALLARD RIDGE RD","JACKSONVILLE","FL","32211"
35086,"1201 BALSAM AVE UNIT 301","BOULDER","CO","80304"
35087,"1201 BANBURY CIRCLE","NAPERVILLE","IL","60540"
35088,"1201 BARNETT SPRINGS STREET","RUSTON","LA","71270"
35089,"1201 BAY STREET - B","SANTA MONICA","CA","90405"
35090,"1201 BEECHWOOD BLVD","PITTSBURGH","PA","15206"
35091,"1201 BIENVILLE ST  APT 305","NEW ORLEANS","LA","70112"
35092,"1201 BIRCH FALLS DRIVE","BELLINGHAM","WA","98229"
35093,"1201 BIRCH","WEATHERFORD","OK","73096"
35094,"1201 BIRD AVENUE","HARRISONVILLE","MO","64701"
35095,"1201 BLUFFWAY DR","COLUMBUS","OH","43235"
35096,"1201 BRENHAM LANE","LEANDER","TX","78641"
35097,"1201 BROOK AVE SE UNIT 202","MINNEAPOLIS","MN","55414"
35098,"1201 CANAL STREET UNIT 656","NEW ORLEANS","LA","70112"
35099,"1201 CANAL SUITE 407","NEW ORLEANS","LA","70112"
35100,"1201 CARSON WAY APARTMENT 340","GREENWOOD","IN","46143"
35101,"1201 CENTRAL AV","CENTER POINT","IA","52213"
35102,"1201 CENTRAL AVE","INDIANAPOLIS","IN","46202"
35103,"1201 CHARCO","SAN CLEMENTE","CA","92673"
35104,"1201 CITRUS PLACE","COSTA MESA","CA","92626"
35105,"1201 CLOVER STREET","GRAND RIVER","IA","50108"
35106,"1201 COMMERCE ST","PETERSBURG","VA","23803"
35107,"1201 CONNECTICUT AVE NW STE 656","WASHINGTON","DC","20036"
35108,"1201 CONNECTICUT AVE NW SUITE 200","WASHINGTON","DC","20036"
35109,"1201 CONNECTICUT AVENUE NW 657","WASHINGTON","DC","20036"
35110,"1201 COUNTRY CLUB DRIVE","DEER PARK","WA","99006"
35111,"1201 COUNTY RD 431 SUITE A","DEXTER","MO","63841"
35112,"1201 CROWN POINT DR","HURRICANE","WV","25526"
35113,"1201 DEL PASO BLVD","SACRAMENTO","CA","95815"
35114,"1201 DOGWOOD TRAIL","CONWAY","AR","72032"
35115,"1201 DOLMAN STREET","SAINT LOUIS","MO","63104"
35116,"1201 DULLES AVE  STE 8205","STAFFORD","TX","77477"
35117,"1201 E 15TH ST SUITE 410","PLANO","TX","75074"
35118,"1201 E ATHERTON DR APT 158","MANTECA","CA","95337"
35119,"1201 E ELMORE ST","CRAWFORDSVILLE","IN","47955"
35120,"1201 E EVANS AVE","RYE","CO","81069"
35121,"1201 E HEROLD","DES MOINES","IA","50315"
35122,"1201 E HWY 22","CRESTWOOD","KY","40014"
35123,"1201 E JAY STREET","CARSON","CA","90745"
35124,"1201 E MARSHALL","HARLINGEN","TX","78550"
35125,"1201 E PALO VERDE DR","PHOENIX","AZ","85014"
35126,"1201 E VAN BUREN","BROWNSVILLE","TX","78520"
35127,"1201 E WILMINGTON AVE SUITE 204","SALT LAKE CITY","UT","84106"
35128,"1201 E YELM AVE STE 400 103","YELM","WA","98597"
35129,"1201 E YELM AVE SUITE 400 PMB 241","YELM","WA","98597"
35130,"1201 EAST 1ST STREET","WINSLOW","AZ","86047"
35131,"1201 EAST LAKE STREET SUITE 208","MINNEAPOLIS","MN","55418"
35132,"1201 EDGECLIFF PL APT 1123","CINCINNATI","OH","45206"
35133,"1201 ELAINE DRIVE","ANACONDA","MT","59711"
35134,"1201 ELISE AVENUE","METAIRIE","LA","70003"
35135,"1201 ELLEN TROUT DR","LUFKIN","TX","75904"
35136,"1201 ELMORE STREET","CRAWFORDSVILLE","IN","47933"
35137,"1201 ERIE AVE","MCALLEN","TX","78501"
35138,"1201 ERIE AVE","SHEBOYGAN","WI","53081"
35139,"1201 EXCALIBUR CT","YUKON","OK","73099"
35140,"1201 F ST NW 5TH FLR - BIE CHU LEE","WASHINGTON","DC","20004"
35141,"1201 FAIRWAY DRIVE","CHESAPEAKE","VA","23320"
35142,"1201 FLEMING AVE","JONESBORO","AR","72401"
35143,"1201 FLOYD STREET","LYNCHBURG","VA","24501"
35144,"1201 FM 830 RD","WILLIS","TX","77378"
35145,"1201 FM 830","WILLIS","TX","77378"
35146,"1201 FULTON ST APT 13","NEWBERG","OR","97132"
35147,"1201 FULTON ST","SAN FRANCISCO","CA","94117"
35148,"1201 GATEWAY DRIVE","ELGIN","IL","60124"
35149,"1201 GLEN MEADE ROAD","WILMINGTON","NC","28401"
35150,"1201 GRAVATT WAY","MIDLOTHIAN","VA","23114"
35151,"1201 GREEN OAKS PKWY","HOLLY SPRINGS","NC","27540"
35152,"1201 GREYSTONE AVENUE","RICHMOND","VA","23224"
35153,"1201 GROVE BLVD  704","AUSTIN","TX","78741"
35154,"1201 HALSEY PLACE","BALTIMORE","MD","21230"
35155,"1201 HERITAGE AVE","LEBANON","PW","17046"
35156,"1201 HOLLY ST","JONESBORO","AR","72401"
35157,"1201 HUDSON ST APT 204S","HOBOKEN","NJ","07030"
35158,"1201 HUNT AVE","LAKELAND","FL","33801"
35159,"1201 ILLINI","LOCKPORT","IL","60441"
35160,"1201 INTERNATIONAL PKWY","RICHARDSON","TX","75081"
35161,"1201 JEFF GINN MEMORIAL DR","PASADENA","TX","77506"
35162,"1201 LA GRANADA DRIVE","THOUSAND OAKS","CA","91362"
35163,"1201 LAFAYETTE AVENUE SE","GRAND RAPIDS","MI","49507"
35164,"1201 LAKESIDE DRIVE","FORT TOWSON","OK","74735"
35165,"1201 LARKWOOD AVE","MT STERLING","KY","40353"
35166,"1201 LAVENDER JEWEL CT","PLANT CITY","FL","33563"
35167,"1201 LIONS PATH","RUSHVILLE","IN","46173"
35168,"1201 LOUISIANA STE 3100","HOUSTON","TX","77002"
35169,"1201 MADISON AVENUE","TOLEDO","OH","43604"
35170,"1201 MAIN ST","BLANCO","TX","78606"
35171,"1201 MAIN STREET SUITE 1980","COLUMBIA","SC","29208"
35172,"1201 MAIN STREET SUITE B","POLSON","MT","59860"
35173,"1201 MAIN STREET","RIDGEWAY","MO","64481"
35174,"1201 MAIN STREET/ SUITE 1980","COLUMBIA","SC","29201"
35175,"1201 MANOR OAK PLACE NW","CONCORD","NC","28027"
35176,"1201 MARION","FORT WORTH","TX","76104"
35177,"1201 MARTIN LUTHER KING JR BLVD","RUSTON","LA","71270"
35178,"1201 MEADOWOOD LANE","CHARLOTTE","NC","28211"
35179,"1201 MELODY LANE","CHEYENNE","WY","82007"
35180,"1201 MERRIMAN","PORT NECHES","TX","77651"
35181,"1201 MILITARY ROAD STE 2 NO 162","BENTON","AR","72015"
35182,"1201 MILITARY ROAD STE 2","BENTON","AR","72019"
35183,"1201 MILL REEF CT","SANDSTON","VA","23150"
35184,"1201 MOCKINGBIRD LANE","DESOTO","TX","75115"
35185,"1201 N 16TH ST","ORANGE","TX","77630"
35186,"1201 N 17TH AVENUE  NUMBER 1","HOLLYWOOD","FL","33020"
35187,"1201 N CATALINA AVE 3052","REDONDO BEACH","CA","90277"
35188,"1201 N CATALINA ST","BURBANK","CA","91505"
35189,"1201 N DECATUR BLVD  SUITE 108","LAS VEGAS","NV","89108"
35190,"1201 N FEDERAL HIGHWAY 4646","FT LAUDERDALE","FL","33338"
35191,"1201 N FEDERAL HWY","FORT LAUDERDALE","FL","33304"
35192,"1201 N FILLMORE ST APT 608","ARLINGTON","VA","22201"
35193,"1201 N MAIN STREET APT 5","PLEASANTVILLE","NJ","08232"
35194,"1201 N MARKET ST 18TH FLOOR","WILMINGTON","DE","19801"
35195,"1201 N ORANGE ST  STE 600","WILMINGTON","DE","19801"
35196,"1201 N ORANGE ST STE 7137","WILMINGTON","DE","19801"
35197,"1201 N ORANGE STREET SUITE 7004","WILMINGTON","DE","19801"
35198,"1201 N ORANGE STREET SUITE 750","WILMINGTON","DE","19801"
35199,"1201 N SCRIVNER AVE","MERIDIAN","ID","83642"
35200,"1201 N STATE ROAD 75","THORNTOWN","IN","46071"
35201,"1201 N WATSON RD STE 220","ARLINGTON","TX","76006"
35202,"1201 N WILLOW AVE","BROKEN ARROW","OK","74012"
35203,"1201 N WOOSTER AVENUE","STRASBURG","OH","44680"
35204,"1201 NE 124TH AVENUE","VANCOUVER","WA","98684"
35205,"1201 NE 191 ST  APT  G305","MIAMI","FL","33179"
