"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
215001,"4432 BLUE HERON WAY","BLADENSBURG","MD",20710,38.9510792950001,-76.911819631,1,"4432 BLUE HERON WAY, BLADENSBURG, MD, 20710","Match","Exact","4432 BLUE HERON WAY, BLADENSBURG, MD, 20710",624562314,"L"
215002,"4432 COOSAW SCENIC DRIVE","RIDGELAND","SC",29936,32.5168573730001,-80.8898874719999,2,"4432 COOSAW SCENIC DRIVE, RIDGELAND, SC, 29936","Match","Exact","4432 COOSAW SCENIC DR, RIDGELAND, SC, 29936",636579149,"R"
215003,"4432 DUNLOE CT","TOLEDO","OH",43615,41.636587279,-83.647009194,3,"4432 DUNLOE CT, TOLEDO, OH, 43615","Match","Exact","4432 DUNLOE CT, TOLEDO, OH, 43615",33949382,"L"
215004,"4432 KINGS MOUNTAIN HWY","BESSEMER CITY","NC",28016,35.2534145980001,-81.27762217,4,"4432 KINGS MOUNTAIN HWY, BESSEMER CITY, NC, 28016","Match","Exact","4432 KINGS MOUNTAIN HWY, BESSEMER CITY, NC, 28016",70453199,"L"
215005,"4432 MALCOLM X BLVD STE A","DALLAS","TX",75215,32.7578469590001,-96.7550678169999,5,"4432 MALCOLM X BLVD STE A, DALLAS, TX, 75215","Match","Exact","4432 MALCOLM X BLVD, DALLAS, TX, 75215",102955529,"L"
215006,"4432 NEAL STARKS LANE","HARDIN","KY",42048,NA,NA,6,"4432 NEAL STARKS LANE, HARDIN, KY, 42048","No_Match",NA,NA,NA,NA
215007,"4432 OAKTON ST","SKOKIE","IL",60076,42.0262517420001,-87.7391830779999,7,"4432 OAKTON ST, SKOKIE, IL, 60076","Match","Exact","4432 OAKTON ST, SKOKIE, IL, 60076",111740939,"R"
215008,"4432 VERMILLION SKY DR","WESLEY CHAPEL","FL",33544,28.220915248,-82.362592717,8,"4432 VERMILLION SKY DR, WESLEY CHAPEL, FL, 33544","Match","Exact","4432 VERMILLION SKY DR, WESLEY CHAPEL, FL, 33544",641297998,"R"
215009,"4432 VERMILLION SKY DRIVE","WESLEY CHAPEL","FL",33544,28.220915248,-82.362592717,9,"4432 VERMILLION SKY DRIVE, WESLEY CHAPEL, FL, 33544","Match","Exact","4432 VERMILLION SKY DR, WESLEY CHAPEL, FL, 33544",641297998,"R"
215010,"4432 W MARYLAND AVENUE","GLENDALE","AZ",85301,33.5311949690001,-112.154372688,10,"4432 W MARYLAND AVENUE, GLENDALE, AZ, 85301","Match","Exact","4432 W MARYLAND AVE, GLENDALE, AZ, 85301",128197858,"R"
215011,"4432 WEST COUNTY ROAD 750 NORTH","SAINT PAUL","IN",47272,39.4450400440001,-85.5644487759999,11,"4432 WEST COUNTY ROAD 750 NORTH, SAINT PAUL, IN, 47272","Match","Exact","4432 W CO RD 750 N, SAINT PAUL, IN, 47272",31180295,"R"
215012,"44320 MEYER DR","LANCASTER","CA",93536,34.688066566,-118.19569833,12,"44320 MEYER DR, LANCASTER, CA, 93536","Match","Exact","44320 MEYER DR, LANCASTER, CA, 93536",141777595,"L"
215013,"44320 STONE ROSES CIR","ASHBURN","VA",20147,39.027262857,-77.467628099,13,"44320 STONE ROSES CIR, ASHBURN, VA, 20147","Match","Exact","44320 STONE ROSES CIR, ASHBURN, VA, 20147",641106620,"R"
215014,"4433 BENTLEY DRIVE","PLANO","TX",75093,33.045643743,-96.77940767,14,"4433 BENTLEY DRIVE, PLANO, TX, 75093","Match","Exact","4433 BENTLEY DR, PLANO, TX, 75093",210477631,"L"
215015,"4433 BROOKFIELD CORPORATE DRIVE","CHANTILLY","VA",20151,38.8853759300001,-77.43884424,15,"4433 BROOKFIELD CORPORATE DRIVE, CHANTILLY, VA, 20151","Match","Exact","4433 BROOKFIELD CORPORATE DR, CHANTILLY, VA, 20151",215918610,"L"
215016,"4433 CLARK AVE","LONG BEACH","CA",90808,33.838341466,-118.133831398,16,"4433 CLARK AVE, LONG BEACH, CA, 90808","Match","Exact","4433 CLARK AVE, LONG BEACH, CA, 90808",141700480,"L"
215017,"4433 COLUMBUS AVENUE SOUTH","MINNEAPOLIS","MN",55407,44.9226915570001,-93.2638328359999,17,"4433 COLUMBUS AVENUE SOUTH, MINNEAPOLIS, MN, 55407","Match","Exact","4433 COLUMBUS AVE S, MINNEAPOLIS, MN, 55407",43634452,"L"
215018,"4433 CONVOY STREET SUITE H","SAN DIEGO","CA",92111,32.820595977,-117.155061449,18,"4433 CONVOY STREET SUITE H, SAN DIEGO, CA, 92111","Match","Exact","4433 CONVOY ST, SAN DIEGO, CA, 92111",195305265,"R"
215019,"4433 E HARTFORD AVE","PHOENIX","AZ",85032,33.644723395,-111.985077638,19,"4433 E HARTFORD AVE, PHOENIX, AZ, 85032","Match","Exact","4433 E HARTFORD AVE, PHOENIX, AZ, 85032",646789458,"R"
215020,"4433 FERN DRIVE","BRADENTON","FL",34208,27.495048894,-82.50532127,20,"4433 FERN DRIVE, BRADENTON, FL, 34208","Match","Exact","4433 FERN DR, BRADENTON, FL, 34208",16269823,"R"
215021,"4433 GREENSBURY DR","NEW ALBANY","OH",43054,40.0702576310001,-82.857257906,21,"4433 GREENSBURY DR, NEW ALBANY, OH, 43054","Match","Exact","4433 GREENSBURY DR, NEW ALBANY, OH, 43054",218685811,"R"
215022,"4433 GREENSBURY DRIVE","NEW ALBANY","OH",43054,40.0702576310001,-82.857257906,22,"4433 GREENSBURY DRIVE, NEW ALBANY, OH, 43054","Match","Exact","4433 GREENSBURY DR, NEW ALBANY, OH, 43054",218685811,"R"
