"id","input_address","match","match_type","out_address","lat","lon","tiger_line_id","tiger_line_side","state_fips","county_fips","tract_fips","block_fips"
192,"1 OLD GARDNER ROAD, WINCHENDON, MA, 1475","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,"1 OLD SELLERS WAY, RICHMOND, VA, 23227","Match","Exact","1 OLD SELLERS WAY, RICHMOND, VA, 23227",37.621465539,-77.4161258889999,"106671952","R","51","087","200904","2002"
194,"1 OLD WAGON LANE, OLD WESTBURY, NY, 11562","Match","Non_Exact","1 OLD WAGON LN, OLD WESTBURY, NY, 11568",40.79713436,-73.5895486809999,"147699167","R","36","059","517705","1019"
195,"1 OLEANDER MILL COURT PO BOX 40123, COLUMBIA, SC, 29204","Match","Non_Exact","1 OLEANDER MILL CT, COLUMBIA, SC, 29229",34.159200115,-80.907305172,"608831792","L","45","079","011423","1006"
196,"1 OLIVE LANE, SOCORRO, NM, 87801","Match","Exact","1 OLIVE LN, SOCORRO, NM, 87801",34.0670456610001,-106.908347962,"638544260","L","35","053","978301","1027"
197,"1 OLYMPIC PLACE STE 900, TOWSON, MD, 21204","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"1 OLYMPIC PLAZA, COLORADO SPRINGS, CO, 80909","Match","Exact","1 OLYMPIC PLZ, COLORADO SPRINGS, CO, 80909",38.8388468680001,-104.799421539,"105566021","L","08","041","001800","2028"
199,"1 ORANGE CT, MT SINAI, NY, 11766","Match","Exact","1 ORANGE CT, MOUNT SINAI, NY, 11766",40.9439192570001,-73.012604863,"114003188","R","36","103","158304","2019"
200,"1 ORCHARD DRIVE, CHESTERFIELD, NJ, 8515","Match","Exact","1 ORCHARD DR, CHESTERFIELD, NJ, 08515",40.1289346560001,-74.669608301,"134062843","L","34","005","704302","1000"
201,"1 ORIENT WAY STE F 269, RUTHERFORD, NJ, 7070","Match","Exact","1 ORIENT WAY, RUTHERFORD, NJ, 07070",40.827946996,-74.100871298,"64435591","L","34","003","051300","4003"
202,"1 ORIZABA LANE, SANTA BARBARA, CA, 93103","Match","Exact","1 ORIZABA LN, SANTA BARBARA, CA, 93103",34.443577319,-119.685870767,"108659668","R","06","083","000600","3000"
203,"1 ORLANDO COURT, CHULA VISTA, CA, 91911","Match","Exact","1 ORLANDO CT, CHULA VISTA, CA, 91911",32.610829149,-117.055439238,"195358323","R","06","073","013302","2016"
204,"1 OWL SQUARE, ODEM, TX, 78370","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,"1 OXF, NEW ROCHELLE, NY, 10804","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,"1 OXFORD CTR STE 3440 301 GRANT ST, PITTSBURGH, PA, 15219","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,"1 OZONE PLACE, MASSAPEQUA, NY, 11758","Match","Exact","1 OZONE PL, MASSAPEQUA, NY, 11758",40.663446863,-73.430561788,"147653415","R","36","059","522000","2017"
208,"1 OZZIE NELSON DR, RIDGEFIELD PK, NJ, 7660","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,"1 PANGBORN DR STE 14, EAST WENATCHEE, WA, 98802","Match","Non_Exact","1 PANGBORN RD, EAST WENATCHEE, WA, 98802",47.4056582970001,-120.211556785,"640448939","R","53","017","950300","3049"
210,"1 PANTHER WAY, VISTA, CA, 92084","Match","Exact","1 PANTHER WAY, VISTA, CA, 92084",33.2215470510001,-117.24153414,"195421973","R","06","073","019205","2001"
211,"1 PARISH STREET, DORCHESTER, MA, 2122","Match","Exact","1 PARISH ST, DORCHESTER, MA, 02122",42.3079757830001,-71.0625139599999,"85713180","R","25","025","091600","2000"
212,"1 PARK AVENUE EAST, DANIA BEACH, FL, 33004","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,"1 PARK LANE UNIT PH7, BOSTON, MA, 2210","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"1 PARK MANOR CT APT A, GLEN COVE, NY, 11542","Match","Exact","1 PARK MANOR CT, GLEN COVE, NY, 11542",40.850645747,-73.6341806,"147661833","R","36","059","517202","1009"
215,"1 PARK PLACE, HAINES CITY, FL, 33844","Match","Exact","1 PARK PL, HAINES CITY, FL, 33844",28.10843744,-81.6273524649999,"104853739","R","12","105","012602","3016"
216,"1 PARK PLAZA SUITE 1000, IRVINE, CA, 92614","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,"1 PARK RD BOX 2217, PETRIFIED FOREST, AZ, 86028","Match","Exact","1 PARK RD, PETRIFIED FOR, AZ, 86028",35.0664872450001,-109.78218508,"172052134","R","04","001","970202","1033"
218,"1 PARK ROAD, NATIONAL PARK, AZ, 86028","Match","Non_Exact","1 PARK RD, HOLBROOK, AZ, 86028",35.0664872450001,-109.78218508,"172052134","R","04","001","970202","1033"
219,"1 PARK SQUARE NORTH, GRAND PRAIRIE, TX, 75050","Match","Exact","1 PARK SQ N, GRAND PRAIRIE, TX, 75050",32.751843324,-96.998115562,"102998723","R","48","113","015500","2028"
220,"1 PARKER PLACE STE 610, JANESVILLE, WI, 53545","Match","Exact","1 PARKER PL, JANESVILLE, WI, 53545",42.68309937,-89.019543912,"49853939","L","55","105","000100","1017"
221,"1 PARKER ROAD, CHESTER, NJ, 7930","Match","Exact","1 PARKER RD, CHESTER, NJ, 07930",40.7647251180001,-74.740514623,"60515056","L","34","027","045903","1009"
222,"1 PARKSIDE PLACE, NORTH WALES, PA, 19454","Match","Exact","1 PARKSIDE PL, NORTH WALES, PA, 19454",40.2126436020001,-75.28578979,"135075421","R","42","091","201006","2001"
223,"1 PARKVIEW DRIVE, NEW HARMONY, IN, 47631","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,"1 PARKWAY COURT SUITE 102, BIDDEFORD, ME, 4005","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,"1 PASTERN TERRACE, BURLINGTON, NJ, 8016","Match","Exact","1 PASTERN TER, BURLINGTON, NJ, 08016",40.045557065,-74.810048146,"134067969","R","34","005","701102","3011"
226,"1 PATUXENT MOBILE ESTATE, LOTHIAN, MD, 20711","Match","Non_Exact","1 PATUXENT MOBILE ESTS, LOTHIAN, MD, 20711",38.815805197,-76.692528416,"68163409","R","24","003","708004","3004"
227,"1 PAUL BROWN DR SE, MASSILLON, OH, 44646","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,"1 PAULINE DRIVE, FARMINGDALE, NY, 11735","Match","Exact","1 PAULINE DR, FARMINGDALE, NY, 11735",40.7173528070001,-73.433367893,"147650943","L","36","059","520600","2009"
229,"1 PAW PRINT PLACE, FLOWOOD, MS, 39047","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"1 PEATHOLE LANE, BELLPORT, NY, 11713","Match","Exact","1 PEATHOLE LN, BELLPORT, NY, 11713",40.7483498770001,-72.941393809,"114016822","R","36","103","159300","1011"
231,"1 PENINSULA RD GATE B, BELVEDERE, CA, 94920","Match","Exact","1 PENINSULA RD, BELVEDERE, CA, 94920",37.874284969,-122.462524575,"192779435","R","06","041","123000","1001"
232,"1 PERFORMANCE DR STE 14, ANGLETON, TX, 77515","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"1 PERKINS STREET, GADSDEN, AL, 35904","Match","Exact","1 PERKINS ST, GADSDEN, AL, 35904",34.0251993100001,-86.037941131,"66767325","L","01","055","000700","1014"
234,"1 PERLEY PATH, NORTH READING, MA, 1864","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,"1 PETER BEET LANE, CROTON ON HUDSON, NY, 10520","Match","Exact","1 PETER BEET LN, CROTON ON HUDSON, NY, 10520",41.2076255900001,-73.87889154,"139726362","L","36","119","013800","1000"
236,"1 PHANTOM WAY, PHOENIXVILLE, PA, 19460","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"1 PIER POINTE ST APT 203F, YONKERS, NY, 10701","Match","Non_Exact","1 PIERPOINTE PL, YONKERS, NY, 10701",40.9345388020001,-73.904027463,"634269371","L","36","119","000104","1001"
238,"1 PIERREPONT STREET APT 4B, BROOKLYN, NY, 11201","Match","Exact","1 PIERREPONT ST, BROOKLYN, NY, 11201",40.6963170330001,-73.99706286,"639460591","L","36","047","000301","1001"
239,"1 PINE BROOK LANE, LITTLETON, MA, 1460","Match","Exact","1 PINE BROOK LN, LITTLETON, MA, 01460",42.5427928340001,-71.493134509,"86936100","R","25","017","324102","2001"
240,"1 PINE LANE, GUYTON, GA, 31312","Match","Exact","1 PINE LN, GUYTON, GA, 31312",32.326581139,-81.381888822,"628059879","L","13","103","030208","2009"
241,"1 PINE STREET, NICOLLET, MN, 56074","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"1 PINEHURST FOREST CT, O FALLON, MO, 63366","Match","Exact","1 PINEHURST FOREST CT, O FALLON, MO, 63366",38.7893417000001,-90.71360629,"100067752","L","29","183","311712","1007"
243,"1 PINETREE DRIVE, WEST BRIDGEWATER, MA, 2379","Match","Exact","1 PINETREE DR, W BRIDGEWATER, MA, 02379",42.0388083330001,-71.014494584,"87445218","R","25","023","524102","1021"
244,"1 PIRATE PLACE, CHARLESTOWN, IN, 47111","Match","Exact","1 PIRATE PL, CHARLESTOWN, IN, 47111",38.4535420930001,-85.6660233429999,"64889061","L","18","019","050902","1008"
245,"1 PIUS STREET SUITE C3, PITTSBURGH, PA, 15203","Match","Exact","1 PIUS ST, PITTSBURGH, PA, 15203",40.4248388,-79.984545326,"51636042","L","42","003","170600","1002"
246,"1 PLAINFIELD AVENUE, GOOSE CREEK, SC, 29445","Match","Exact","1 PLAINFIELD AVE, GOOSE CREEK, SC, 29445",32.9705626420001,-80.006770968,"100747332","R","45","015","020804","2007"
247,"1 PLEASANT AVENUE UNIT 5, NORTH PROVIDENCE, RI, 2911","Match","Exact","1 PLEASANT AVE, N PROVIDENCE, RI, 02911",41.8597863270001,-71.472671944,"47456101","L","44","007","012103","1015"
248,"1 PLEASANT ST SUITE 406, ROCHESTER, NY, 14604","Match","Exact","1 PLEASANT ST, ROCHESTER, NY, 14604",43.1597167580001,-77.6029692609999,"14540100","L","36","055","009401","1015"
249,"1 PLEASANT STREET SUITE 1, READING, MA, 1867","Match","Exact","1 PLEASANT ST, READING, MA, 01867",42.524365189,-71.102584459,"86902781","R","25","017","334400","4027"
250,"1 POINT CATALINA, LAGUNA NIGUEL, CA, 92677","Match","Exact","1 PT CATALINA, LAGUNA NIGUEL, CA, 92677",33.495177734,-117.689711789,"144105412","L","06","059","042337","2008"
251,"1 POND STREET, SHIRLEY, MA, 1464","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,"1 PONDVIEW DRIVE APT 301, WOOLWICH, NJ, 8085","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,"1 POSSUMM LN, NORWALK, CT, 6854","Match","Non_Exact","1 POSSUM LN, NORWALK, CT, 06854",41.0829549370001,-73.438546162,"3250220","L","09","001","043900","3000"
254,"1 POST OFFICE RD, WALDORF, MD, 20602","Match","Exact","1 POST OFFICE RD, WALDORF, MD, 20602",38.6194664380001,-76.899163895,"25405993","R","24","017","850901","2002"
255,"1 POWDER CREEK DRIVE, BELLEVILLE, IL, 62223","Match","Exact","1 POWDER CREEK DR, BELLEVILLE, IL, 62223",38.5713864260001,-90.0612380169999,"107837962","R","17","163","503211","3000"
256,"1 PPG PLACE 31ST FL STE 77, PITTSBURGH, PA, 15222","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,"1 PRO SHOP ROAD, CHEROKEE VILLAGE, AR, 72529","Match","Exact","1 PRO SHOP RD, CHEROKEE VLG, AR, 72529",36.3172128200001,-91.55428806,"33267330","L","05","135","470202","4010"
258,"1 PUBLIC SAFETY DRIVE, CARLISLE, PA, 17013","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,"1 PUBLIC SQUARE, MOUNT VERNON, OH, 43050","Match","Exact","1 PUBLIC SQ, MOUNT VERNON, OH, 43050",40.3934850850001,-82.484971018,"24628311","L","39","083","007500","4006"
260,"1 PUBLIC SQUARE, WILLOUGHBY, OH, 44094","Match","Exact","1 PUBLIC SQ, WILLOUGHBY, OH, 44094",41.6396839120001,-81.40515326,"637889246","R","39","085","201400","2005"
261,"1 PUCKETT ROAD, ROGERS, AR, 72756","Match","Exact","1 PUCKETT RD, ROGERS, AR, 72756",36.343457291,-93.994190847,"47817443","L","05","007","021409","2005"
262,"1 PURLIEU PLACE STE 100, WINTER PARK, FL, 32792","Match","Exact","1 PURLIEU PL, WINTER PARK, FL, 32792",28.5992688150001,-81.304039807,"94292496","R","12","095","016302","1012"
263,"1 PUTTER LANE, PALATKA, FL, 32177","Match","Exact","1 PUTTER LN, PALATKA, FL, 32177",29.6294605310001,-81.6495625429999,"86073292","R","12","107","950900","2000"
264,"1 QUINCY STREET, BOSTON, MA, 2121","Match","Exact","1 QUINCY ST, BOSTON, MA, 02121",42.3160215500001,-71.081782716,"85701451","R","25","025","082000","1001"
265,"1 RACING WIND, IRVINE, CA, 92614","Match","Exact","1 RACING WIND, IRVINE, CA, 92614",33.669514022,-117.81526584,"144410009","R","06","059","052519","3001"
266,"1 RADIER LN, COLUMBIA, TN, 38401","Match","Non_Exact","1 RAIDER LN, COLUMBIA, TN, 38401",35.714224426,-86.974093419,"26904191","R","47","119","010201","4054"
267,"1 RAIDER BLVD, ALBANY, NY, 12205","Match","Exact","1 RAIDER BLVD, ALBANY, NY, 12205",42.7079617810001,-73.8112574749999,"651809844","L","36","001","014001","4001"
268,"1 RAIDER LANE, WEST SACRAMENTO, CA, 95691","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,"1 RAIDER PLACE, PLANT CITY, FL, 33565","Match","Non_Exact","1 RAIDER PL, PLANT CITY, FL, 33563",27.9914450100001,-82.129650622,"104668125","R","12","057","012600","4000"
270,"1 RAINBOW LN, MALABAR, FL, 32950","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,"1 RAINBOW WAY, MALTA, NY, 12020","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,"1 RAM DRIVE, MONONGAHELA, PA, 15063","Match","Exact","1 RAM DR, MONONGAHELA, PA, 15063",40.1971630040001,-79.982474415,"52835005","R","42","125","774700","5005"
273,"1 RAM WAY, SARASOTA, FL, 34231","Match","Exact","1 RAM WAY, SARASOTA, FL, 34231",27.2827440620001,-82.517404191,"640581824","R","12","115","001803","2002"
274,"1 REBECCA STREET, GREENVILLE, SC, 29607","Match","Exact","1 REBECCA ST, GREENVILLE, SC, 29607",34.8430038870001,-82.378462,"38303115","L","45","045","004300","1025"
275,"1 REBER ROAD, CROTON ON HUDSON, NY, 10520","Match","Exact","1 REBER RD, CROTON ON HUDSON, NY, 10520",41.2352464100001,-73.89248781,"139725864","R","36","119","014606","3020"
276,"1 RED ARROW RD, WEST TISBURY, MA, 2575","Match","Exact","1 RED ARROW RD, WEST TISBURY, MA, 02575",41.43096797,-70.6339621449999,"634830127","L","25","007","200400","2003"
277,"1 RED MAPLE, LITTLETON, CO, 80127","Match","Non_Exact","1 RED MAPLE PL, LITTLETON, CO, 80127",39.575129561,-105.154469491,"177322290","L","08","059","012035","2003"
278,"1 RED PRIDE DRIVE, PLAINFIELD, IN, 46168","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,"1 REDWOOD ROAD, MARTINSVILLE, NJ, 8836","Match","Exact","1 REDWOOD RD, MARTINSVILLE, NJ, 08836",40.585838955,-74.533250869,"59940304","L","34","035","050902","1003"
280,"1 RESCUE RD, ATLANTIC BEACH, NY, 11509","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,"1 RESEARCH COURT    SUITE 145, ROCKVILLE, MD, 20850","Match","Exact","1 RESEARCH CT, ROCKVILLE, MD, 20850",39.1063118690001,-77.186643875,"62100099","R","24","031","701007","3004"
282,"1 RESERVATION COURT, GRAY, LA, 70359","Match","Exact","1 RESERVATION CT, GRAY, LA, 70359",29.6747607990001,-90.778244372,"92057851","R","22","109","000201","3005"
283,"1 REVOLUTIONARY ROAD, CONCORD, MA, 1742","Match","Exact","1 REVOLUTIONARY RD, CONCORD, MA, 01742",42.4609965710001,-71.337856163,"639009136","R","25","017","361300","2000"
284,"1 RICHDALE AVE UNIT 7, CAMBRIDGE, MA, 2140","Match","Exact","1 RICHDALE AVE, CAMBRIDGE, MA, 02140",42.3880316880001,-71.121354492,"86867857","R","25","017","354700","2000"
285,"1 RICHMOND STREET APT 4003, NEW BRUNSWICK, NJ, 8901","Match","Exact","1 RICHMOND ST, NEW BRUNSWICK, NJ, 08901",40.494186228,-74.439503843,"60266578","L","34","023","009300","5017"
286,"1 RIDGE HILL DRIVE 73 MARKET ST 376, YONKERS, NY, 10710","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,"1 RIDGEWAY ROAD, PORT WASHINGTON, NY, 11050","Match","Exact","1 RIDGEWAY RD, PORT WASHINGTON, NY, 11050",40.8342635130001,-73.698272687,"147658839","L","36","059","301200","3000"
288,"1 RIDGEWOOD DRIVE, PLEASANTVILLE, NY, 10570","Match","Exact","1 RIDGEWOOD DR, PLEASANTVILLE, NY, 10570",41.126226956,-73.7957638789999,"139840768","L","36","119","011800","4024"
289,"1 RIGBY ROAD, CENTER MORICHES, NY, 11934","Match","Exact","1 RIGBY RD, CENTER MORICHES, NY, 11934",40.8038038060001,-72.78529968,"114041880","R","36","103","159604","2005"
290,"1 RIGGINS CT, POQUOSON, VA, 23662","Match","Exact","1 RIGGINS CT, POQUOSON, VA, 23662",37.1378612020001,-76.4103028489999,"103824850","L","51","735","340100","1007"
291,"1 RIVER COURT  APT 225, AMESBURY, MA, 1913","Match","Exact","1 RIVER CT, AMESBURY, MA, 01913",42.8528803500001,-70.92393699,"639986535","R","25","009","266300","1016"
292,"1 RIVER OAKS DRIVE, STAMFORD, CT, 6902","Match","Exact","1 RIVER OAKS DR, STAMFORD, CT, 06902",41.092971628,-73.5584234029999,"650460057","L","09","001","020600","2009"
293,"1 RIVER PLACE APT 1611, NEW YORK, NY, 10036","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,"1 RIVER ROAD, EDMUNDS, ME, 4628","Match","Non_Exact","1 RIVER RD, EDMUNDS TWP, ME, 04628",44.8979873010001,-67.2263117059999,"124229918","R","23","029","955900","3128"
295,"1 RIVER STREET SUITE 7, BRYSON CITY, NC, 28713","Match","Exact","1 RIVER ST, BRYSON CITY, NC, 28713",35.427236464,-83.4467767149999,"36127703","R","37","173","960301","3009"
296,"1 RIVERFRONT PLAZA, HAMILTON, OH, 45011","Match","Exact","1 RIVERFRONT PLZ, HAMILTON, OH, 45011",39.4003154160001,-84.563393451,"113789338","L","39","017","014600","2022"
297,"1 RIVERMERE APT 5A, BRONXVILLE, NY, 10708","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,"1 RIVERSIDE SQ MALL UNIT 310, HACKENSACK, NJ, 7601","Match","Exact","1 RIVERSIDE SQ, HACKENSACK, NJ, 07601",40.9080095300001,-74.032493287,"637980429","R","34","003","023100","1001"
299,"1 ROBERT STEVENS DR, YORK, ME, 3909","Match","Non_Exact","1 ROBERT STEVENS, YORK, ME, 03909",43.153330135,-70.6281967419999,"92788412","L","23","031","036003","3009"
300,"1 ROBIN ROAD, BEVERLY, MA, 1915","Match","Exact","1 ROBIN RD, BEVERLY, MA, 01915",42.5617301460001,-70.849288459,"86648532","R","25","009","217602","3009"
301,"1 ROBLE ROAD, SUFFERN, NY, 10901","Match","Exact","1 ROBLE RD, SUFFERN, NY, 10901",41.162255067,-74.0809783249999,"124629067","L","36","087","011508","3003"
302,"1 ROCKEFELLER PLAZA 10TH FLOOR, NEW YORK, NY, 10020","Match","Exact","1 ROCKEFELLER PLZ, NEW YORK, NY, 10020",40.7578622400001,-73.97931791,"59657162","R","36","061","009600","2000"
303,"1 ROCKEFELLER PLAZA FLR 11, NEW YORK, NY, 10020","Match","Exact","1 ROCKEFELLER PLZ, NEW YORK, NY, 10020",40.7578622400001,-73.97931791,"59657162","R","36","061","009600","2000"
304,"1 ROCKET DRIVE, ASHEVILLE, NC, 28803","Match","Exact","1 ROCKET DR, ASHEVILLE, NC, 28803",35.5471216170001,-82.4786620149999,"36903836","L","37","021","003201","1001"
305,"1 ROCKY RIDGE LANE, FARMINGTON, CT, 6032","Match","Exact","1 ROCKY RIDGE LN, FARMINGTON, CT, 06032",41.7214174280001,-72.868068974,"3512461","L","09","003","460204","1006"
306,"1 RODMAN AVE - BUILDING 68, ROCK ISLAND, IL, 61299","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,"1 ROLLING HILLS RD, WIMBERLEY, TX, 78676","Match","Exact","1 ROLLING HILLS RD, WIMBERLEY, TX, 78676",30.02440606,-98.134893706,"63816940","L","48","209","010813","1012"
308,"1 ROONEY RD, LUDLOW, MA, 1056","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,"1 ROOSEVELT AVE, PORT JEFFERSON STATI, NY, 11776","Match","Non_Exact","1 ROOSEVELT AVE, PORT JEFFERSON STATION, NY, 11776",40.9223445040001,-73.048407298,"114002952","L","36","103","158327","2002"
310,"1 ROSANNE CT, NESCONSET, NY, 11767","Match","Non_Exact","1 ROSEANNE CT, NESCONSET, NY, 11767",40.8477943560001,-73.132830756,"113991419","L","36","103","135403","2002"
311,"1 ROSE PARK CRES, , NJ, 8701","Match","Exact","1 ROSE PARK CRES, LAKEWOOD, NJ, 08701",40.0817318060001,-74.212059977,"641910154","L","34","029","715600","3011"
312,"1 ROSS ROAD, ALAMEDA, CA, 94502","Match","Exact","1 ROSS RD, ALAMEDA, CA, 94502",37.7386550140001,-122.255463777,"125053925","L","06","001","428302","1003"
313,"1 ROSSMOOR DRIVE   SUITE 203, MONROE TOWNSHIP, NJ, 8831","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,"1 ROUGHRIDER DRIVE, WEST JEFFERSON, OH, 43162","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,"1 ROYCROFT DR, RANDOLPH, MA, 2368","Match","Exact","1 ROYCROFT DR, RANDOLPH, MA, 02368",42.1703318530001,-71.0299857589999,"87275953","L","25","021","420301","1000"
316,"1 RUDI CIR, MADISON, WI, 53719","Match","Exact","1 RUDI CIR, MADISON, WI, 53719",43.0120614050001,-89.494605861,"49500340","R","55","025","010702","3003"
317,"1 RUSTLERS FORK, CLANCY, MT, 59634","Match","Exact","1 RUSTLERS FORK, CLANCY, MT, 59634",46.5047852170001,-111.943915753,"153388580","L","30","043","962201","2025"
318,"1 RUTH CIRCLE, HAMPTON, VA, 23666","Match","Exact","1 RUTH CIR, HAMPTON, VA, 23666",37.0567688030001,-76.4386400449999,"103766882","L","51","650","010307","1021"
319,"1 RUTLEDGE ROAD, PINE BROOK, NJ, 7058","Match","Exact","1 RUTLEDGE RD, PINE BROOK, NJ, 07058",40.872299621,-74.3463782109999,"60446563","L","34","027","040803","4014"
320,"1 RUXTON AVE, MANITOU SPRINGS, CO, 80829","Match","Exact","1 RUXTON AVE, MANITOU SPRINGS, CO, 80829",38.859126862,-104.919569765,"105505855","L","08","041","006702","1006"
321,"1 S CLEVELAND AVENUE, MOGADORE, OH, 44260","Match","Exact","1 S CLEVELAND AVE, MOGADORE, OH, 44260",41.0510204390001,-81.393110972,"61392798","L","39","133","602101","2034"
322,"1 S ENDSQUICK COURT, NORTH LITTLE ROCK, AR, 72116","Match","Exact","1 ENDSQUICK CT, N LITTLE ROCK, AR, 72116",34.8065656360001,-92.258326747,"83514012","L","05","119","003306","2004"
323,"1 S ENDSQUICK CT, NORTH LITTLE ROCK, AR, 72116","Match","Exact","1 ENDSQUICK CT, N LITTLE ROCK, AR, 72116",34.8065656360001,-92.258326747,"83514012","L","05","119","003306","2004"
324,"1 S FORT RINGGOLD ST, RIO GRANDE CITY, TX, 78582","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,"1 S MAY STREET, JOLIET, IL, 60436","Match","Exact","1 S MAY ST, JOLIET, IL, 60436",41.523093311,-88.10681367,"652588903","R","17","197","882701","2027"
326,"1 S POTOMAC ST, HAGERSTOWN, MD, 21740","Match","Exact","1 S POTOMAC ST, HAGERSTOWN, MD, 21740",39.6419054020001,-77.72041236,"653248601","R","24","043","000400","3011"
327,"1 S STATE STREET, NEWTOWN, PA, 18940","Match","Exact","1 S STATE ST, NEWTOWN, PA, 18940",40.2291878720001,-74.9367282169999,"134710736","L","42","017","105300","2006"
328,"1 S WOLFE ST - 203, BALTIMORE, MD, 21231","Tie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,"1 SADDLE CT, SOMERSET, NJ, 8873","Match","Exact","1 SADDLE CT, SOMERSET, NJ, 08873",40.4596293220001,-74.510295245,"59962382","R","34","035","053406","1000"
330,"1 SAINT FRANCIS PLACE APT 2601, SAN FRANCISCO, CA, 94107","Match","Exact","1 SAINT FRANCIS PL, SAN FRANCISCO, CA, 94107",37.7832425240001,-122.39764054,"192292431","R","06","075","061503","3001"
331,"1 SAINT JAMES GATE, MEDFORD, NJ, 8055","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"1 SALEM ESTATES DR, ST. LOUIS, MO, 63124","Match","Exact","1 SALEM ESTATES DR, SAINT LOUIS, MO, 63124",38.6543678150001,-90.4007998179999,"100131500","R","29","189","215400","1006"
333,"1 SALEM ST STE 202, MALDEN, MA, 2148","Match","Exact","1 SALEM ST, MALDEN, MA, 02148",42.4277777880001,-71.064578168,"86872414","R","25","017","341301","4001"
334,"1 SALLY SWEET WAY, SALEM, NH, 3079","Match","Non_Exact","1 SALLY SWEETS WAY, SALEM, NH, 03079",42.7773230350001,-71.20772253,"648992680","L","33","015","100401","3000"
335,"1 SANDY LAKE RD, ENGLEWOOD, CO, 80113","Match","Exact","1 SANDY LAKE RD, ENGLEWOOD, CO, 80113",39.649567957,-104.953572614,"177559160","R","08","005","006704","4003"
336,"1 SASQUA RAOD, NORWALK, CT, 6855","Match","Non_Exact","1 SASQUA RD, NORWALK, CT, 06855",41.101120419,-73.387514127,"3251739","R","09","001","044300","1002"
337,"1 SAWMILL ROAD, TERLINGUA, TX, 79852","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,"1 SCENIC CENTRAL SUITE 103, LAKE WALES, FL, 33853","Match","Exact","1 SCENIC CENTRAL, LAKE WALES, FL, 33853",27.901614855,-81.5864762699999,"648236703","L","12","105","014301","1031"
339,"1 SCENIC WAY, MONROE, NJ, 8831","Match","Non_Exact","1 SCENIC DR, MONROE, NJ, 08831",40.2726936230001,-74.414883603,"626996627","L","34","023","008213","2022"
340,"1 SCHOOL RIDGE ROAD, DANBURY, CT, 6811","Match","Exact","1 SCHOOL RIDGE RD, DANBURY, CT, 06811",41.387548892,-73.4804781249999,"636937257","R","09","001","210800","4000"
341,"1 SCHOOL ROAD, JOINT BASE MDL, NJ, 8641","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,"1 SCHOOL STREET, FOXBORO, MA, 2035","No_Match",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,"1 SCOTT CIR NW 113, WASHINGTON, DC, 20036","Match","Exact","1 SCOTT CIR NW, WASHINGTON, DC, 20036",38.9074654680001,-77.036496563,"76225692","L","11","001","005202","2009"
