"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
317501,"950 VIA KACHESS RD","EASTON","WA",98925,47.3248463780001,-121.257137,1,"950 VIA KACHESS RD, EASTON, WA, 98925","Match","Exact","950 VIA KACHESS RD, EASTON, WA, 98925",624780123,"R"
317502,"950 W  PEACHTREE ST NW","ATLANTA","GA",30309,33.780271622,-84.3873278839999,2,"950 W  PEACHTREE ST NW, ATLANTA, GA, 30309","Match","Exact","950 W PEACHTREE ST NW, ATLANTA, GA, 30309",17343466,"L"
317503,"950 W BANNOCK STREET  SUITE 1100","BOISE","ID",83702,43.618064195,-116.203790813,3,"950 W BANNOCK STREET  SUITE 1100, BOISE, ID, 83702","Match","Non_Exact","950 W BANNOCK ST, BOISE, ID, 83702",117864717,"R"
317504,"950 W JOHN CARPENTER FWY STE 102","IRVING","TX",75039,32.8881479820001,-96.959410167,4,"950 W JOHN CARPENTER FWY STE 102, IRVING, TX, 75039","Match","Non_Exact","950 W JOHN CARPENTER FWY, IRVING, TX, 75039",102983015,"L"
317505,"950 W NORTH ST","MARSHALL","MO",65340,39.1211582920001,-93.210812264,5,"950 W NORTH ST, MARSHALL, MO, 65340","Match","Exact","950 W NORTH ST, MARSHALL, MO, 65340",21036702,"L"
317506,"950 W SIERRA MADRE AVE APT 504","AZUSA","CA",91702,NA,NA,6,"950 W SIERRA MADRE AVE APT 504, AZUSA, CA, 91702","No_Match",NA,NA,NA,NA
317507,"950 WAILUPE DR","WAILUKU","HI",96793,20.9096406410001,-156.497846202,7,"950 WAILUPE DR, WAILUKU, HI, 96793","Match","Exact","950 WAILUPE DR, WAILUKU, HI, 96793",85081139,"R"
317508,"950 WALKER RD","WAYNESVILLE","NC",28786,35.45503066,-83.078834617,8,"950 WALKER RD, WAYNESVILLE, NC, 28786","Match","Exact","950 WALKER RD, WAYNESVILLE, NC, 28786",151838017,"R"
317509,"950 WALNUT BOTTOM ROAD STE15 NO 227","CARLISLE","PA",17015,40.188552859,-77.2058902859999,9,"950 WALNUT BOTTOM ROAD STE15 NO 227, CARLISLE, PA, 17015","Match","Non_Exact","950 WALNUT BOTTOM RD, CARLISLE, PA, 17013",60981603,"R"
317510,"950 WASHINGTON BLVD 100","OAK PARK","IL",60302,41.8814949550001,-87.799249598,10,"950 WASHINGTON BLVD 100, OAK PARK, IL, 60302","Match","Exact","950 WASHINGTON BLVD, OAK PARK, IL, 60302",616787811,"R"
317511,"950 WEST 13TH STREET SUITE 1","RIVIERA BEACH","FL",33404,26.7736396280001,-80.067480884,11,"950 WEST 13TH STREET SUITE 1, RIVIERA BEACH, FL, 33404","Match","Exact","950 W 13TH ST, RIVIERA BEACH, FL, 33404",115581707,"R"
317512,"950 WEST FAIRWAY DRIVE","LANCASTER","PA",17603,40.027733916,-76.364642357,12,"950 WEST FAIRWAY DRIVE, LANCASTER, PA, 17603","Match","Exact","950 W FAIRWAY DR, LANCASTER, PA, 17603",179663153,"R"
317513,"950 WHITE POND ROAD","LEESBURG","GA",31763,31.6589703830001,-84.079256722,13,"950 WHITE POND ROAD, LEESBURG, GA, 31763","Match","Exact","950 WHITE POND RD, LEESBURG, GA, 31763",124574683,"L"
317514,"950 WILLOWLEAF DR APT 2006","SAN JOSE","CA",95128,37.3095471980001,-121.923161596,14,"950 WILLOWLEAF DR APT 2006, SAN JOSE, CA, 95128","Match","Exact","950 WILLOWLEAF DR, SAN JOSE, CA, 95128",122973373,"R"
317515,"950 WINCHESTER DRIVE","WESTMINSTER","MD",21157,39.5479654580001,-76.995002176,15,"950 WINCHESTER DRIVE, WESTMINSTER, MD, 21157","Match","Exact","950 WINCHESTER DR, WESTMINSTER, MD, 21157",61787971,"R"
317516,"950-23 BLANDING BLVD PMB 192","ORANGE PARK","FL",32065,30.138301443,-81.7736850319999,16,"950-23 BLANDING BLVD PMB 192, ORANGE PARK, FL, 32065","Match","Exact","950 BLANDING BLVD, ORANGE PARK, FL, 32065",636070547,"L"
317517,"950-23 BLANDING BLVD","ORANGE PARK","FL",32065,30.138301443,-81.7736850319999,17,"950-23 BLANDING BLVD, ORANGE PARK, FL, 32065","Match","Exact","950 BLANDING BLVD, ORANGE PARK, FL, 32065",636070547,"L"
317518,"9500 126TH STREET WEST","ANDALUSIA","IL",61232,41.4245968060001,-90.743747522,18,"9500 126TH STREET WEST, ANDALUSIA, IL, 61232","Match","Exact","9500 126TH ST W, ANDALUSIA, IL, 61232",624127705,"R"
317519,"9500 53RD ST","JURUPA VALLEY","CA",92509,33.990905647,-117.491626933,19,"9500 53RD ST, JURUPA VALLEY, CA, 92509","Match","Exact","9500 53RD ST, JURUPA VALLEY, CA, 92509",194735665,"L"
317520,"9500 ANNAPOLIS ROAD STE B2","LANHAM","MD",20706,38.9651752990001,-76.8437145359999,20,"9500 ANNAPOLIS ROAD STE B2, LANHAM, MD, 20706","Match","Exact","9500 ANNAPOLIS RD, LANHAM, MD, 20706",639591519,"L"
317521,"9500 ARENA DRIVE SUITE 104","LARGO","MD",20774,38.9038395330001,-76.841459614,21,"9500 ARENA DRIVE SUITE 104, LARGO, MD, 20774","Match","Exact","9500 ARENA DR, LARGO, MD, 20774",76367372,"R"
317522,"9500 ARENA DRIVE SUITE 460","LARGO","MD",20774,38.9038395330001,-76.841459614,22,"9500 ARENA DRIVE SUITE 460, LARGO, MD, 20774","Match","Exact","9500 ARENA DR, LARGO, MD, 20774",76367372,"R"
317523,"9500 ARENA DRIVE SUITE SUITE 105","LARGO","MD",20772,38.9038395330001,-76.841459614,23,"9500 ARENA DRIVE SUITE SUITE 105, LARGO, MD, 20772","Match","Non_Exact","9500 ARENA DR, LARGO, MD, 20774",76367372,"R"
317524,"9500 BOLTON ESTATES ROAD","MILLINGTON","TN",38053,35.3371632390001,-89.746256386,24,"9500 BOLTON ESTATES ROAD, MILLINGTON, TN, 38053","Match","Exact","9500 BOLTON ESTATES RD, MILLINGTON, TN, 38053",72975758,"L"
317525,"9500 BRIMHALL ROAD STE 701","BAKERSFIELD","CA",93312,35.368729855,-119.108004352,25,"9500 BRIMHALL ROAD STE 701, BAKERSFIELD, CA, 93312","Match","Non_Exact","9500 BRIMHALL RD, BAKERSFIELD, CA, 93308",109573958,"L"
317526,"9500 CIVIC CENTER DR","THORNTON","CO",80229,39.8690104400001,-104.984251541,26,"9500 CIVIC CENTER DR, THORNTON, CO, 80229","Match","Exact","9500 CIVIC CENTER DR, THORNTON, CO, 80229",177437518,"R"
317527,"9500 COMMUNITY HOUSE RD","CHARLOTTE","NC",28227,35.035115004,-80.824783157,27,"9500 COMMUNITY HOUSE RD, CHARLOTTE, NC, 28227","Match","Non_Exact","9500 COMMUNITY HOUSE RD, CHARLOTTE, NC, 28277",612219259,"R"
317528,"9500 E IRONWOOD SQUARE DR STE 201","SCOTTSDALE","AZ",85258,33.577840909,-111.877133052,28,"9500 E IRONWOOD SQUARE DR STE 201, SCOTTSDALE, AZ, 85258","Match","Non_Exact","9500 E IRONWOOD SQUARE DR, SCOTTSDALE, AZ, 85258",243972912,"L"
317529,"9500 EMMETT RD UNIT 100","GLEN ALLEN","VA",23060,37.6528477800001,-77.5561022489999,29,"9500 EMMETT RD UNIT 100, GLEN ALLEN, VA, 23060","Match","Exact","9500 EMMETT RD, GLEN ALLEN, VA, 23060",106643530,"R"
317530,"9500 EUCLID AVE MALL CODE EB9","CLEVLEAND","OH",44106,NA,NA,30,"9500 EUCLID AVE MALL CODE EB9, CLEVLEAND, OH, 44106","No_Match",NA,NA,NA,NA
317531,"9500 FEATHER GRASS LANE STE 120-310","FORT WORTH","TX",76177,NA,NA,31,"9500 FEATHER GRASS LANE STE 120-310, FORT WORTH, TX, 76177","No_Match",NA,NA,NA,NA
317532,"9500 GILLMAN DR  MC429","LA JOLLA","CA",92093,NA,NA,32,"9500 GILLMAN DR  MC429, LA JOLLA, CA, 92093","No_Match",NA,NA,NA,NA
317533,"9500 GILMAN DRIVE","LA JOLLA","CA",92093,NA,NA,33,"9500 GILMAN DRIVE, LA JOLLA, CA, 92093","No_Match",NA,NA,NA,NA
317534,"9500 GUERNSEY CT","CHARLOTTE","NC",28213,35.2954437810001,-80.713896569,34,"9500 GUERNSEY CT, CHARLOTTE, NC, 28213","Match","Exact","9500 GUERNSEY CT, CHARLOTTE, NC, 28213",70541264,"L"
317535,"9500 HILLWOOD DRIVE  STE 112","LAS VEGAS","NV",89134,36.1878242510001,-115.304464182,35,"9500 HILLWOOD DRIVE  STE 112, LAS VEGAS, NV, 89134","Match","Exact","9500 HILLWOOD DR, LAS VEGAS, NV, 89134",201914966,"R"
317536,"9500 JUG ST NW","PATASKALA","OH",43062,NA,NA,36,"9500 JUG ST NW, PATASKALA, OH, 43062","No_Match",NA,NA,NA,NA
317537,"9500 KNOLLCREST BLVD","JOHNS CREEK","GA",30022,34.010505315,-84.210514571,37,"9500 KNOLLCREST BLVD, JOHNS CREEK, GA, 30022","Match","Exact","9500 KNOLLCREST BLVD, JOHNS CREEK, GA, 30022",17375760,"L"
317538,"9500 MCNEIL DR","AUSTIN","TX",78750,NA,NA,38,"9500 MCNEIL DR, AUSTIN, TX, 78750","No_Match",NA,NA,NA,NA
317539,"9500 MCNEIL DRIVE","AUSTIN","TX",78750,NA,NA,39,"9500 MCNEIL DRIVE, AUSTIN, TX, 78750","No_Match",NA,NA,NA,NA
317540,"9500 MEDICAL CENTER DRIVE S460A","LARGO","MD",20774,NA,NA,40,"9500 MEDICAL CENTER DRIVE S460A, LARGO, MD, 20774","No_Match",NA,NA,NA,NA
317541,"9500 MEDICAL CENTER DRIVE STE 230E","UPPER MARLBORO","MD",20774,NA,NA,41,"9500 MEDICAL CENTER DRIVE STE 230E, UPPER MARLBORO, MD, 20774","No_Match",NA,NA,NA,NA
317542,"9500 MEDICAL CENTER DRIVE SUITE 460","LARGO","MD",20774,NA,NA,42,"9500 MEDICAL CENTER DRIVE SUITE 460, LARGO, MD, 20774","No_Match",NA,NA,NA,NA
317543,"9500 MEDLOCK BRIDGE RD","JOHNS CREEK","GA",30097,34.011403461,-84.192121512,43,"9500 MEDLOCK BRIDGE RD, JOHNS CREEK, GA, 30097","Match","Exact","9500 MEDLOCK BRIDGE RD, JOHNS CREEK, GA, 30097",642698879,"L"
317544,"9500 NORFOLK STREET","GLEN ALLEN","VA",23060,NA,NA,44,"9500 NORFOLK STREET, GLEN ALLEN, VA, 23060","No_Match",NA,NA,NA,NA
